type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,Total_PM10,Total_PM2.5,Total_NOx,Total_SOx,Total_CO,Total_HC,Total_CO2,Total_N2O,Total_CH4
other_ship,2012,0,17.53,11.13,0.22,6.18,10.93,4.9,19.51,47892.5,9578.5,False,SV,1304.8,20996.65444794886,18955.62192074173,1034977.4472607854,38457.40035366583,113258.81195310458,80671.78717632557,63537183.73720285,2858.5091400535985,1613.4357435265113
oil_tanker,2000,0,17.97,12.48,0.24,5.25,9.67,5.77,17.84,9583.2,1916.6,False,SV,655.2,3603.8736194113144,3260.8967746510484,203487.17778635002,6584.203980889615,19888.00110864937,14701.348085508485,10865527.933798913,483.6990291642747,294.02696171016976
reefer_ship,1999,0,16.16,10.14,0.22,5.8,10.97,5.22,20.11,17566.4,3513.3,True,SV,1108.5,7338.024720149159,6567.218616109134,575187.3371129069,16876.53880929287,42265.27565362113,16528.72600132532,27947110.27896672,1162.4695739762335,330.57452002650643
oil_tanker,2018,0,26.259999999999998,18.13,0.27,7.86,8.77,3.85,15.22,7160.1,1432.0,False,SV,994.3,3663.5188735059546,3310.7584348824826,36686.154609683304,6552.5602677630595,19586.818104132522,14790.662366951294,10821163.743129767,492.00654264646766,295.8132473390259
ro_ro_ship,2008,0,25.65,17.81,0.25,7.59,9.55,3.99,16.17,11999.1,2399.8,False,C3,1220.9,7209.602923637058,6500.316385457614,420569.0698353152,13616.745472115554,37362.06272301396,25807.09045208762,22508339.75561253,999.7133627232905,516.1418090417525
cruise_ship,2018,0,17.86,12.17,0.22,5.47,10.73,5.54,18.56,31109.5,6221.9,True,SV,1054.0,17335.954745098214,15522.27029277483,203750.79858550912,39872.28532405789,100015.00131087608,39011.2151893507,66026571.43797814,2747.6501791455157,780.2243037870142
bulk_carrier,1993,0,22.15,16.24,0.25,5.66,9.45,5.35,16.56,20147.7,4029.5,True,C3,366.5,8307.419109146256,7439.527256928971,658193.2081379388,18825.247836033283,50711.79701006929,21202.033833487883,31157245.25017174,1393.458837064411,424.04067666975766
container_ship,2018,0,28.46,21.94,0.22,6.3,10.91,4.81,20.28,45621.4,9124.3,False,SV,174.9,29092.3874981739,26168.885971354604,298314.45720620966,57794.70515544535,161685.81071479502,91171.86378678381,95616155.47536114,4156.816020498492,1823.4372757356762
other_ship,1994,0,25.26,19.39,0.21,5.66,11.45,5.35,19.6,43706.3,8741.3,False,SV,567.8,25981.7678072603,23311.696692276957,1695735.3823086952,48907.589475261135,141527.0676149752,93732.466919773,80842251.21406673,3595.1791266869823,1874.6493383954598
general_cargo_ship,1991,0,30.28,23.2,0.23,6.85,10.42,4.42,18.07,26421.0,5284.2,False,C3,1920.2,17448.854566376875,15646.655163461453,1166350.8151566861,34075.070123581914,91830.04951175221,57326.3145050429,56357931.77985209,2467.973578986053,1146.526290100858
general_cargo_ship,2015,0,18.55,12.41,0.23,5.91,10.09,5.12,18.77,17258.0,3451.6,False,SV,1458.9,8378.663716523015,7570.508585869296,407631.16300741833,15009.253975222528,44950.293573631134,33746.97814877941,24789032.414491087,1125.838450210965,674.939562975588
reefer_ship,1998,0,25.98,20.14,0.22,5.62,10.67,5.39,20.35,26286.0,5257.2,False,C3,1207.9,21204.86745028383,19008.092815642605,1434979.7464436241,42209.30321599271,113492.29300994474,66068.21714258974,69835757.1339741,3032.696786512811,1321.3643428517948
ro_ro_ship,2018,0,23.41,17.39,0.3,5.72,7.9,5.29,13.17,6161.1,1232.2,False,SV,908.9,3391.082401348567,3057.8188692564363,36277.39722651472,7030.558857243232,19412.684719440706,10314.685854347379,11605179.726400837,490.76058616497187,206.29371708694754
other_ship,2024,0,18.54,12.76,0.22,5.56,10.51,5.45,19.85,7294.2,1458.8,True,SV,883.5,2374.383830575667,2126.42787291024,29100.475728206275,5545.478562855837,13596.303880826978,5495.923910906964,9180814.853222456,381.59596970663546,109.91847821813927
other_ship,2012,0,20.87,14.38,0.21,6.28,11.43,4.82,20.3,11434.0,2286.8,False,C3,1977.7,5448.668504001975,4910.035221111977,275410.0895606864,10412.626227709156,28209.79665351869,18953.72838622742,17215426.878665704,760.6564378342766,379.07456772454844
bulk_carrier,2013,0,24.16,18.38,0.26,5.52,9.13,5.49,16.52,43593.9,8718.8,True,C3,1926.8,19519.42321556104,17505.571632417643,1178895.0593856287,44211.452422636175,118934.02934403827,49311.421811123684,73177258.8096901,3255.9958783031652,986.2284362224736
other_ship,2023,0,26.9,21.06,0.27,5.57,8.88,5.44,17.43,25334.1,5066.8,True,SV,425.5,11961.575078640279,10712.004875065926,145658.83608679514,27858.860476968468,68129.29346759946,27564.565630729136,46123768.86059801,1918.2095703748398,551.2913126145827
container_ship,2013,0,19.32,13.44,0.25,5.63,9.59,5.38,17.07,46606.0,9321.2,False,C3,1595.1,23322.240235987992,21043.949986925854,1173060.171396525,44886.65381078156,120982.67042133464,83371.21423479299,74162401.77887295,3239.8804733808793,1667.4242846958598
cruise_ship,2024,0,28.450000000000003,21.05,0.26,7.14,9.01,4.24,15.72,16017.1,3203.4,False,SV,858.4,17061.425485690277,15345.860062987847,174891.04826325132,33908.99113797293,94832.15027213818,53339.32422378543,56100960.76164783,2438.6398773978035,1066.7864844757084
cruise_ship,2009,0,17.29,10.82,0.21,6.26,11.31,4.84,20.15,13176.5,2635.3,True,C3,368.6,7175.79324179544,6426.709249437517,412241.6549040567,16019.862923693403,42450.820992251625,16398.48686029621,26533892.216768496,1138.5721897350136,327.9697372059242
bulk_carrier,1998,0,17.57,12.44,0.21,4.92,11.16,6.15,18.97,11911.9,2382.4,False,SV,1710.2,5264.510341123567,4725.772258268892,341703.6509930292,10018.622754314598,29498.585971995537,19395.4542090768,16548577.8822245,726.0673641246854,387.909084181536
reefer_ship,2013,0,23.630000000000003,17.73,0.25,5.65,9.59,5.36,18.69,7662.9,1532.6,True,C3,880.6,4772.244977051313,4274.8192601520095,276605.1262433532,10675.815506707282,28359.08784752087,11104.618890456117,17680849.153008588,763.9570153387849,222.09237780912233
oil_tanker,2005,0,28.080000000000002,22.34,0.21,5.53,10.98,5.48,16.54,47971.5,9594.3,True,SV,948.5,17868.18147600414,16012.638964920923,1332932.176756315,42698.15069564924,104250.67915755606,42517.4027168823,70655101.5159964,2938.2389623633953,850.3480543376461
other_ship,2000,0,21.11,15.23,0.23,5.65,10.25,5.36,16.23,6995.5,1399.1,True,C3,1736.1,2783.268585792142,2497.1851319323446,197328.24696644963,6333.935176617884,17093.923786664745,7176.851022437657,10481438.048428703,469.05894770713445,143.53702044875314
other_ship,2018,0,27.909999999999997,20.9,0.24,6.77,9.71,4.47,15.09,41682.0,8336.4,False,SV,610.4,26224.28190996353,23625.086459160037,270897.74565230287,52014.071569081425,148238.45628898384,85824.59110876315,85991494.27335039,3718.49412040184,1716.4918221752632
cruise_ship,2008,0,27.69,19.98,0.25,7.46,9.53,4.06,16.77,21135.3,4227.1,True,SV,1460.5,18030.82403123696,16138.841033608329,1210105.5296747577,40723.42278489273,104407.22868148118,39393.82037768048,67458385.45503673,2808.5255335045667,787.8764075536096
cruise_ship,2007,0,24.79,18.25,0.23,6.31,10.46,4.8,18.23,45919.7,9183.9,True,C3,199.8,35710.15246927657,31978.855515741016,2372496.4732034346,79669.85306492145,210763.13667231577,80809.70819779148,131964867.46733713,5639.540796958985,1616.19416395583
ro_ro_ship,1993,0,16.12,10.24,0.21,5.67,11.1,5.34,17.94,17858.8,3571.8,False,C3,221.8,7208.558493538129,6470.733930438202,469107.91927490896,13767.469114131534,37580.132453418686,26313.78081210589,22741278.987601094,996.7586287009364,526.2756162421178
ro_ro_ship,2024,0,29.25,22.83,0.27,6.15,8.69,4.92,17.93,15176.0,3035.2,False,SV,539.9,10286.137751657528,9272.076315791952,104042.5223892724,19454.222547764275,56331.92826560726,36760.418820497514,32161028.243489683,1426.1921563111152,735.2083764099502
bulk_carrier,2006,0,20.24,14.84,0.28,5.12,8.49,5.91,16.8,46048.9,9209.8,True,SV,1327.5,16669.95759496629,14937.003130283434,1267302.084687042,40121.2372197213,93783.6115428856,40435.18484527555,66389297.68072163,2757.582543170847,808.703696905511
container_ship,2011,0,22.630000000000003,16.28,0.21,6.14,11.29,4.93,19.81,27868.5,5573.7,True,SV,844.9,11709.247830865826,10483.803663589424,697930.5636559727,26875.794428209047,67830.29669866546,26249.2930376251,44506683.62459956,1851.7886924720488,524.9858607525019
cruise_ship,2024,0,29.52,22.56,0.23,6.73,10.21,4.5,16.31,39727.6,7945.5,False,C3,1293.5,43726.0569379442,39325.568809659904,448708.2642410046,87138.92366789386,235179.61790301843,135644.52122053146,144171768.4025478,6260.5737731496665,2712.890424410629
oil_tanker,1997,0,25.490000000000002,18.17,0.25,7.07,9.58,4.28,14.93,6340.0,1268.0,False,C3,1617.7,3538.990524260707,3180.1358118078047,216862.966033944,6033.061815300929,17109.320611137227,15647.326578845808,9954437.435333453,462.4191982988164,312.9465315769162
bulk_carrier,2000,0,28.279999999999998,22.74,0.24,5.3,9.85,5.71,19.12,26634.2,5326.8,True,SV,208.4,13154.21759023591,11778.138653598806,921599.1605571234,30335.819168973914,75285.5478481499,29789.37042380261,50233030.17777282,2089.874130455256,595.7874084760523
bulk_carrier,2012,0,25.049999999999997,19.63,0.27,5.15,8.85,5.88,17.42,8572.6,1714.5,False,SV,826.9,4696.0712082526115,4228.01519852914,244506.04452651535,9576.836444727665,26771.547495559676,14466.96795156792,15830659.245811513,675.3024086922806,289.3393590313584
bulk_carrier,1990,0,24.27,18.25,0.22,5.8,10.87,5.22,19.08,38891.7,7778.3,False,C3,584.4,22654.235695825373,20329.06381465288,1469312.3712551733,42244.019509557955,115409.91684615999,83583.4023078536,69816893.15588395,3116.6858802607603,1671.6680461570716
ro_ro_ship,2002,0,30.02,23.59,0.24,6.19,9.95,4.89,17.44,36857.9,7371.6,False,C3,1166.3,25989.359932078412,23433.227058446457,1512764.2634740914,48922.53528247232,133355.17300045816,93743.7084937995,80868364.7213634,3595.915052520382,1874.8741698759898
other_ship,2013,0,19.32,12.67,0.23,6.42,10.24,4.72,19.57,33381.9,6676.4,True,SV,1335.7,11243.8173931865,10067.698090622878,681685.4042305171,25991.979763738258,64547.3735860905,25607.43387423009,43038809.4171588,1789.91944995567,512.1486774846018
other_ship,2009,0,20.84,14.53,0.25,6.06,9.56,5.0,16.04,14461.9,2892.4,False,SV,451.3,7407.844829855192,6685.499048380178,372112.46605280164,14222.371365303396,41586.127097457036,26654.431129804205,23496437.920699004,1027.739191955357,533.0886225960842
bulk_carrier,2024,0,19.61,13.7,0.23,5.68,10.42,5.33,15.52,30342.7,6068.5,True,SV,1658.9,10833.561948141374,9711.548992426826,144834.04850043516,26242.627292488825,63301.32843687082,26331.628496394707,43414416.94699192,1805.3546063269569,526.6325699278941
cruise_ship,1999,0,28.25,22.08,0.21,5.96,11.06,5.08,16.99,22970.5,4594.1,False,C3,1916.1,22939.077727929027,20553.366870695216,1591426.641710511,47736.126639421804,127115.17460441907,63567.77922936123,79004166.5832878,3359.453691333698,1271.3555845872245
cruise_ship,2015,0,25.94,18.84,0.28,6.82,8.29,4.44,17.44,5725.4,1145.1,True,C3,1020.6,4640.432812025421,4155.108401820174,264790.0121676106,10338.594845576585,27334.393530426038,10454.663920981811,17125818.46662099,731.3247955105435,209.0932784196362
bulk_carrier,1992,0,25.94,19.39,0.28,6.27,8.42,4.83,14.81,17622.1,3524.4,False,C3,151.4,11043.85715771313,9910.884369073365,723858.2036235081,21302.804315909594,57420.92966497504,39231.64101885302,35199031.941024914,1536.4283455837676,784.6328203770604
reefer_ship,2024,0,26.5,20.14,0.22,6.14,10.64,4.93,17.74,38022.7,7604.5,False,C3,1468.7,32672.124427512565,29412.509542642576,333473.48208509816,63731.54440754542,173115.377539624,107657.47554370516,105408623.28325295,4617.831032595326,2153.1495108741037
reefer_ship,2006,0,25.61,18.77,0.21,6.63,11.14,4.57,20.23,37093.7,7418.7,False,SV,1976.9,28169.75403483015,25307.789328399926,1720559.6143305819,57455.883732625996,158018.2699052644,81416.78120812628,95086241.62068956,4089.8548209497444,1628.3356241625256
bulk_carrier,1992,0,24.009999999999998,17.7,0.21,6.1,11.36,4.96,17.58,46669.6,9333.9,True,SV,475.0,19781.11472010341,17705.415054245328,1581948.888085714,46038.1911583653,115798.2913612638,45304.77466967148,76218544.00961566,3170.7851336169206,906.0954933934297
oil_tanker,2015,0,19.5,12.77,0.23,6.5,10.29,4.66,19.7,22361.8,4472.4,True,SV,1773.8,5643.1553480501,5053.962616202231,350757.6849376979,13208.851506090843,32326.005656542548,13127.660765689707,21867213.482921705,908.980745819937,262.5532153137941
reefer_ship,2017,0,18.7,12.68,0.25,5.77,9.31,5.25,18.99,34203.3,6840.7,False,C3,600.1,22050.08545006044,19877.27656495131,222992.88777425524,41650.4333723497,113730.89991863529,79009.41153110997,68853657.93687055,3055.427692893616,1580.1882306221994
oil_tanker,1999,0,24.099999999999998,16.56,0.24,7.3,9.83,4.15,17.84,17825.0,3565.0,True,C3,233.6,5732.680053592221,5132.4854969897615,443779.18405328784,12899.539702847182,34502.66230060833,13940.465713047379,21357194.205901742,937.6972472837384,278.8093142609476
ro_ro_ship,2015,0,29.48,23.86,0.26,5.36,9.11,5.65,15.91,30607.8,6121.6,False,SV,148.3,19869.50959262618,17891.467763741726,1034021.9303237905,40463.89560517107,112997.53476401974,61401.111544313884,66883320.15582357,2855.8700932752317,1228.0222308862778
cruise_ship,2014,0,17.38,11.44,0.23,5.71,10.2,5.3,18.3,19148.5,3829.7,False,SV,1293.6,13889.197132011648,12521.66339183959,696479.863990747,26200.148351740754,75838.5464444867,49877.35688207462,43305596.14274567,1923.611052926825,997.5471376414924
container_ship,1997,0,19.58,13.25,0.23,6.1,10.29,4.96,17.04,36471.9,7294.4,False,SV,1566.5,20739.309670935974,18626.702768261923,1297684.1418995876,36548.281282495605,111267.56205894737,86216.94445674235,60343686.49045275,2761.377908580609,1724.3388891348468
ro_ro_ship,1994,0,24.619999999999997,18.97,0.22,5.43,10.9,5.58,17.72,44967.9,8993.6,True,SV,503.1,19593.15223486122,17537.68899633982,1587702.5131198796,45892.414565012295,113503.57252193164,45396.31886515657,75969843.33225407,3160.23541679688,907.9263773031314
oil_tanker,2017,0,19.69,12.99,0.22,6.48,10.49,4.67,18.94,23145.9,4629.2,True,C3,948.2,6175.362074547939,5537.290944155324,74064.34180980048,13950.750134516247,37503.11781398603,15513.938009078767,23092975.98899565,1026.78781535239,310.2787601815754
reefer_ship,2013,0,22.39,15.64,0.22,6.53,10.68,4.64,18.97,10129.8,2026.0,False,SV,1487.7,7131.716922938197,6416.001664916417,368240.5010602758,14122.102235216942,39569.10041867251,22544.870514709197,23362540.54309593,1017.0451934045714,450.89741029418394
cruise_ship,2014,0,19.259999999999998,12.27,0.22,6.77,10.91,4.47,16.48,21903.1,4380.6,True,SV,495.9,13183.27719990685,11804.556069048012,783235.2660992492,30231.102712172185,77189.3889507625,29447.77209740026,50061976.94944121,2083.7475208169035,588.9554419480053
general_cargo_ship,2018,0,24.08,18.83,0.23,5.02,10.12,6.03,19.68,35425.9,7085.2,False,C3,1593.1,18881.057627186772,17003.30510690548,194587.02130920213,37572.98411526342,100701.74686206522,61217.335948222244,62126772.03914592,2681.143530590332,1224.3467189644448
bulk_carrier,2009,0,21.55,14.16,0.25,7.14,9.43,4.24,14.7,24116.2,4823.2,True,C3,1567.3,9687.255317448402,8689.200245888369,586817.8097442415,21982.818983507517,59168.57653215846,24630.499424865076,36382199.65589137,1620.7349031031433,492.6099884973016
ro_ro_ship,2019,0,17.86,11.83,0.22,5.81,10.77,5.21,16.64,8724.4,1744.9,False,C3,1986.1,3999.7293445314717,3612.699439189375,40982.19759144785,7578.830324866372,20736.45964618274,14909.749045037892,12516429.150320873,550.1897436969184,298.1949809007578
ro_ro_ship,1994,0,17.18,11.56,0.27,5.35,8.68,5.66,13.79,21988.1,4397.6,True,SV,1538.4,7167.809227213273,6420.29109411253,667009.6027344598,18263.615528060505,40538.64061523447,18648.169502791126,30187951.166523073,1254.4256318027042,372.96339005582263
cruise_ship,2007,0,26.89,20.5,0.19,6.2,12.26,4.88,19.63,40587.6,8117.5,True,SV,590.5,33635.708501543224,30106.560453825852,2246102.8973440723,75830.80845421694,195613.55613167083,73115.05803740169,125615843.9535674,5230.688068492711,1462.301160748034
cruise_ship,1999,0,24.29,16.56,0.23,7.5,10.4,4.04,20.15,43160.8,8632.2,True,C3,391.6,32479.67090815553,29066.24220401222,2405644.6939079817,72182.15349077235,190262.04197743913,71556.8577347584,119583703.6325682,5064.0154759372335,1431.1371546951677
cruise_ship,1990,0,28.63,22.07,0.25,6.31,9.59,4.8,18.41,34237.1,6847.4,False,C3,949.7,35278.267074193674,31614.12098217503,2415555.8903974295,71475.26737813087,191281.24565830984,104171.79852683787,118289375.18678553,5100.168881703443,2083.435970536757
bulk_carrier,1994,0,24.95,18.41,0.23,6.31,10.24,4.8,17.75,39191.0,7838.2,True,SV,562.3,17124.922127010126,15326.803658450863,1357705.4353087964,39635.278137261645,99026.21278519378,38953.99717078993,65627240.27597611,2729.471264314975,779.0799434157987
general_cargo_ship,2001,0,25.06,19.27,0.23,5.56,10.18,5.45,19.22,17056.8,3411.4,False,C3,181.5,10336.238250350918,9325.079617223306,596332.0835466817,19181.344761683795,52578.44835443477,38594.65675446213,31695595.443621203,1417.51069039785,771.8931350892426
bulk_carrier,2001,0,24.409999999999997,18.58,0.23,5.6,10.27,5.41,15.49,34458.4,6891.7,True,C3,1889.3,15883.58037609989,14251.31634956086,1125541.6212735095,36155.695458697555,97529.74144726322,40908.535384192364,59829940.9779771,2675.4677882730966,818.1707076838472
general_cargo_ship,2018,0,21.82,16.69,0.23,4.9,10.45,6.18,20.34,43153.4,8630.7,True,SV,1381.2,16533.148994299274,14806.274832533021,201517.61787556665,38523.869079205164,94338.38370590829,38104.02437933703,63780255.74011999,2652.512523554525,762.0804875867406
container_ship,1990,0,17.83,11.58,0.24,6.01,9.99,5.04,18.03,5384.3,1076.9,True,C3,1365.1,1875.311430810999,1679.1833463735766,147065.70011748935,4237.283482856948,11376.569627828849,4687.738410375049,7014207.38406278,311.06905210175694,93.75476820750097
other_ship,1993,0,25.009999999999998,17.56,0.22,7.23,10.55,4.19,16.87,6131.5,1226.3,False,C3,1477.2,3595.5208672954423,3225.9398584306405,235282.03407377447,6795.948128676135,18643.508750883648,12848.095737633157,11233610.671267092,498.81432888192876,256.9619147526631
reefer_ship,2005,0,19.43,13.48,0.29,5.66,8.26,5.35,17.64,26970.7,5394.1,True,C3,1158.9,13981.907275193546,12529.656485909574,957176.8042731,31389.9828447665,83806.91262295844,33607.7126543874,51976348.26200218,2275.256338026222,672.154253087748
general_cargo_ship,2004,0,27.720000000000002,20.73,0.28,6.71,8.31,4.51,15.59,23755.8,4751.2,False,SV,889.9,16659.766364299558,15043.123942025262,949517.7342006515,30282.50097422801,89890.33022324345,65110.233832232014,50021158.35148989,2257.050351788434,1302.2046766446401
oil_tanker,1998,0,23.759999999999998,18.22,0.25,5.29,9.35,5.72,15.1,49298.8,9859.8,False,C3,62.7,21549.289489159688,19444.825097640147,1554552.4074436743,42518.75130007742,122860.76957627416,80306.30227793065,70182663.04000367,3072.6871620363854,1606.126045558613
cruise_ship,1996,0,28.599999999999998,22.05,0.24,6.31,9.8,4.8,16.38,12085.7,2417.1,True,SV,1366.9,10704.387677459028,9579.382235992385,819783.2589171601,24325.213907204095,61954.678290680204,23601.061558160654,40289782.01426706,1677.460552576847,472.0212311632131
cruise_ship,2000,0,23.560000000000002,17.69,0.21,5.66,11.18,5.35,20.0,38347.0,7669.4,False,SV,734.4,33407.412447953626,30039.69467101617,2015892.0652088458,66802.12274211703,186176.17172130232,102647.26168764452,110522710.3696338,4791.874581234142,2052.94523375289
ro_ro_ship,2007,0,21.380000000000003,15.44,0.21,5.73,11.0,5.28,17.31,19273.5,3854.7,True,SV,1063.4,7331.6948721847475,6568.240908565651,534157.9773708606,17273.06917883616,42712.146465899365,17127.471030639528,28590233.568630815,1189.4657375685363,342.5494206127906
reefer_ship,2010,0,28.78,22.72,0.26,5.8,8.94,5.22,16.5,23317.7,4663.5,False,C3,1365.7,20639.504793525797,18558.659341606617,1080148.3074880065,42145.902923449125,112257.81851716925,61357.74826293523,69727130.12492566,2983.266754014495,1227.1549652587046
bulk_carrier,2010,0,19.47,13.23,0.24,6.0,10.02,5.05,18.44,47180.6,9436.1,False,SV,1727.4,23880.950992391874,21574.907581426218,1164120.4802710568,42923.36361331069,128234.38157580003,95535.33055913224,70895092.4177478,3215.1898978914905,1910.7066111826448
reefer_ship,1991,0,19.6,11.97,0.24,7.39,9.74,4.1,18.79,28713.5,5742.7,True,SV,646.1,14436.386970730047,12918.84750216352,1105420.8976545343,32781.822446482205,83208.60393721354,31856.294952051714,54298296.31669289,2259.95975681468,637.1258990410342
container_ship,2003,0,20.46,14.09,0.27,6.1,8.83,4.96,16.04,39444.7,7888.9,False,SV,502.7,20691.608954040395,18666.669577072986,1211880.5244170302,39964.34940030771,115580.15438100795,73289.4523872826,66023221.94873971,2880.69960722081,1465.7890477456522
container_ship,2018,0,24.080000000000005,18.17,0.26,5.65,8.99,5.36,16.27,24386.6,4877.3,True,SV,1648.8,11074.773768328783,9920.232260078881,138469.4580242604,26094.243249451254,63291.01493874345,25897.005522032876,43193099.09514363,1795.8545251153655,517.9401104406576
general_cargo_ship,2004,0,19.2,13.17,0.28,5.75,8.37,5.27,17.99,18660.8,3732.2,True,C3,1847.2,6567.578713397384,5888.688938885294,459484.1154995539,14825.283101035333,39842.620441634375,16480.33946833448,24541288.204711556,1092.2163401218907,329.60678936668955
ro_ro_ship,2013,0,19.08,13.39,0.29,5.4,8.22,5.61,15.12,32442.8,6488.6,True,C3,1223.3,12067.67863100782,10837.220536830722,761758.9054529594,27715.41130683315,75501.52052659713,33253.05724105115,45843062.17996952,2103.905548393888,665.0611448210232
bulk_carrier,1997,0,21.05,14.74,0.23,6.08,10.09,4.98,19.61,12486.8,2497.4,False,C3,1896.3,6243.36824453951,5602.195619606295,405810.58277852397,11687.754635070465,31937.817581154064,22853.44068480882,19317845.061713085,860.5818312894846,457.0688136961762
general_cargo_ship,2004,0,25.310000000000002,19.26,0.26,5.79,9.11,5.23,16.65,49353.5,9870.7,False,C3,1576.5,28819.34711214349,25975.996605211658,1705212.1737359464,56509.995018853566,151826.45760530286,97727.24444523828,93407159.27716382,4053.373199864136,1954.5448889047652
general_cargo_ship,2023,0,19.57,13.83,0.26,5.48,9.0,5.53,14.94,13885.7,2777.1,True,SV,969.8,4967.986077178409,4454.049339114365,68552.3148783466,12202.700292849495,28352.539349805622,12328.88354466925,20183842.511476904,838.1750275857775,246.577670893385
other_ship,2013,0,18.55,11.73,0.22,6.6,10.73,4.59,16.09,6414.9,1283.0,False,SV,1551.6,3438.0235560339097,3111.650433180923,163801.30805168123,5933.432023123282,18329.10463028429,14870.374231244316,9792111.480038283,452.40361271416725,297.4074846248863
other_ship,2017,0,24.29,16.57,0.22,7.5,10.53,4.04,16.0,49316.1,9863.2,True,C3,1161.5,21726.32969153273,19473.36260564936,251722.94790896575,48928.7331956328,130470.14858304114,51984.1531861871,81008747.24675718,3525.1087035815412,1039.683063723742
container_ship,2014,0,18.12,12.4,0.24,5.48,9.88,5.53,15.24,42909.8,8582.0,True,SV,1042.2,15163.591913036787,13595.440131092662,1015907.6096520195,37116.68637788463,87704.72244924618,37333.70551590987,61393916.49536508,2550.9121365161604,746.6741103181973
oil_tanker,2008,0,28.73,22.3,0.21,6.22,11.26,4.87,18.75,49067.6,9813.5,True,SV,277.1,18233.700960439302,16329.172808906738,1288490.339270697,42288.80469864956,106136.21653109146,41553.12731475962,70016947.95657048,2912.606271209355,831.0625462951925
general_cargo_ship,2007,0,23.61,17.43,0.2,5.98,11.93,5.06,17.9,39090.3,7818.1,True,SV,325.3,16323.898756256978,14621.25032678984,1159761.8751396695,37978.59539606965,95862.39083809852,37345.34897649483,62874572.41093357,2616.393358978548,746.9069795298966
container_ship,2022,0,30.299999999999997,23.63,0.24,6.43,9.72,4.71,15.93,18397.7,3679.5,False,SV,156.7,12772.452144345607,11494.69952688473,132232.8845305383,25752.568802393504,72448.87404733579,39640.520729560856,42591767.704880476,1830.9732959175424,792.8104145912171
bulk_carrier,2023,0,24.29,16.82,0.23,7.24,10.19,4.18,15.97,17367.3,3473.5,True,C3,913.1,7666.730743012515,6872.117985383169,89385.20611688147,17275.36419628969,46134.93111769406,18507.89942146607,28601078.40936391,1249.5792725690626,370.15798842932145
other_ship,1993,0,18.619999999999997,11.36,0.27,6.99,8.76,4.33,18.32,20227.2,4045.4,True,SV,974.5,6557.010881136569,5868.373556774761,522428.24121994793,15187.68216239059,37366.81680444413,15010.173703107079,25147927.764016904,1045.5795961458962,300.2034740621416
general_cargo_ship,2008,0,27.48,20.92,0.25,6.31,9.59,4.8,19.33,21011.8,4202.4,True,SV,1201.8,10012.256780702832,8963.205636496723,688213.0043648378,22873.2497632908,57383.13920297107,22326.478727587382,37882304.65961212,1575.9840345956231,446.52957455174766
general_cargo_ship,2008,0,22.049999999999997,15.53,0.25,6.27,9.37,4.83,15.63,33411.3,6682.3,True,SV,1448.5,13126.745835518821,11760.45472000929,968143.1851247877,31104.26318880714,75889.71974651718,31002.23200132485,51479510.2882127,2140.748272478597,620.0446400264971
bulk_carrier,2001,0,19.630000000000003,12.97,0.24,6.42,10.04,4.72,18.62,37455.0,7491.0,False,C3,553.7,18101.100224566915,16336.60109191716,1040450.7676418686,33362.823649351165,91431.6494718258,68634.1089574554,55127147.81573744,2473.2026443946056,1372.682179149108
bulk_carrier,1990,0,22.64,15.98,0.23,6.43,10.31,4.71,20.09,36266.0,7253.2,False,C3,261.1,18290.256512818407,16404.04402192466,1213033.8773270454,35318.184926629765,95619.13361959056,62022.158568510626,58403876.46291442,2568.206562154266,1240.4431713702127
cruise_ship,2024,0,17.38,11.95,0.25,5.18,9.55,5.84,14.9,7625.6,1525.1,True,SV,1191.0,4259.416725508505,3816.830135462368,54475.52615536716,10143.452905967626,24495.27160982428,10059.07932687805,16785963.8626512,698.4748160589365,201.181586537561
reefer_ship,2002,0,25.85,18.94,0.24,6.67,9.91,4.54,19.62,14730.9,2946.2,True,SV,968.6,9752.223081985552,8728.686482946068,654860.6349050981,22022.2738669044,56185.103126039256,21326.52547902128,36480362.57452477,1518.65280092766,426.53050958042553
general_cargo_ship,2021,0,25.54,19.79,0.23,5.52,10.26,5.49,19.83,13228.0,2645.6,True,SV,728.1,5888.20231597054,5271.985024837075,69552.91091999091,13561.502237182649,33760.25071417796,13314.908120810886,22457182.59590514,933.9847856348821,266.2981624162177
container_ship,2007,0,26.2,19.99,0.23,5.98,10.48,5.06,18.31,24214.4,4842.9,False,SV,1965.3,15863.04258403942,14302.596030851766,923768.515035721,29883.098965562927,86476.65923320621,57117.67499871782,49396700.388216846,2195.843191478353,1142.353499974356
oil_tanker,2022,0,24.28,17.78,0.22,6.28,10.9,4.82,15.9,43438.3,8687.7,True,C3,331.4,14804.403679488081,13286.407626011498,183000.24098944973,33744.611558222285,91172.5310789221,38489.0160052453,55833800.36740938,2505.8523847854012,769.7803201049059
general_cargo_ship,1997,0,30.380000000000003,23.87,0.23,6.28,10.34,4.82,17.11,23735.0,4747.0,True,C3,1779.4,12960.633683680542,11602.556806834287,991929.7256810326,29100.351888607693,77519.0170720772,30743.554823151164,48186481.057671964,2094.0974863083293,614.8710964630233
