type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,Total_PM10,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,Total_PM2.5,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,Total_NOx,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,Total_SOx,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,Total_CO,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,Total_HC,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,Total_CO2,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,Total_N2O,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4
reefer_ship,2020,0,23.78,18.1,0.2,5.48,11.81,5.53,20.32,21386.6,4277.3,False,C3,1487.5,157.03336278617488,3220.2954854156346,32.50748,2983.8615892000007,9855.455249000002,16249.153166401813,144.43710373915548,2961.9830133234714,29.085640000000005,2669.7708956000006,8818.038907000002,14623.31555966263,2183.351568150025,28436.813342894016,342.184,31409.069360000005,103741.63420000001,166113.05247104407,336.7399918569846,3125.970684220938,71.85864000000001,6595.904565600001,21785.743182000002,31916.217063677926,406.4392919171585,11067.443340177739,188.20120000000003,17274.988148000004,57057.89881000001,85994.97079009491,419.8753015673125,25016.269588075065,68.4368,6281.8138720000015,20748.326840000005,52534.722401642386,551716.1462594486,5090562.824505972,119080.032,10930356.137280002,36102088.70160001,52793803.841645434,24.352767490904125,317.1798411322794,4.961668,455.4315057200001,1504.2536959000004,2306.179478243184,8.39750603134625,500.3253917615013,1.3687360000000002,125.63627744000003,414.9665368000001,1050.6944480328477
container_ship,2015,0,23.889999999999997,18.18,0.24,5.47,9.8,5.54,15.2,8177.9,1635.6,True,C3,1391.7,73.77400665181243,332.1108860318173,9.6958368,815.9419584,2711.8509695999996,3943.3736574836294,67.85630558348522,305.4709753875538,8.675222400000001,730.0533312,2426.3929728,3538.448807371039,6020.274553511538,39115.18587279653,535.8225600000001,45091.529279999995,149865.44831999997,240628.26058630802,217.26116197788298,946.6698002846422,21.4329024,1803.6611711999997,5994.617932799999,8983.642968662523,624.9092328153524,3120.9846535271213,56.13379200000001,4723.874496,15700.189824,24226.091998342476,320.87090237151926,2414.918729134448,20.412288000000004,1717.772544,5709.159936,10183.134399505967,355961.5546620178,1551027.5780224686,35517.38112,2988924.22656,9933938.288639998,14865369.029004484,16.627424957317587,108.03241812486661,1.4798908800000001,124.53850944,413.91409536,664.5923387621842,6.417418047430386,48.298374582688965,0.40824576,34.35545088,114.18319872,203.66268799011937
general_cargo_ship,1996,0,25.529999999999998,19.22,0.27,6.04,8.75,5.01,15.54,25074.4,5014.9,True,SV,68.5,108.9630704252463,354.8371170998647,43.7349429,2589.7946580000003,8241.035318999999,11338.36510742511,100.0802114231882,325.91017820585404,39.1312647,2317.184694,7373.557916999999,10155.86426532904,27530.820145154292,157017.4542773143,3176.5379580000003,188100.87516,598559.40738,974385.0949204685,459.37070839214863,2002.454657683991,96.6772422,5724.809244,18217.025441999995,26500.337294276134,1759.652068979133,852.583462139263,253.202301,14993.548020000002,47711.25711,65570.2429621184,623.6129585118356,3897.524398350917,92.073564,5452.199280000001,17349.548039999998,27414.958240862754,752505.0554600667,3280264.1215652116,160208.00136,9486826.7472,30188213.589599997,43868017.515185274,35.0480151101613,147.17214525022996,6.6753333900000005,395.2844478,1257.8422328999998,1842.022174450391,12.472259170236711,77.95048796701835,1.84147128,109.0439856,346.9909607999999,548.2991648172549
oil_tanker,2006,0,31.69,23.76,0.23,7.7,10.41,3.93,19.09,23544.9,4709.0,False,C3,1247.3,177.34724717339458,2156.3367086223666,49.38799199999999,2273.4581100000005,7015.242168000002,11671.772225795763,163.12153215948592,1983.368523438754,44.18925599999999,2034.1467300000004,6276.795624000001,10501.621665598243,11248.852427664808,89348.7051511799,3171.228959999999,145979.9418,450452.39184000005,700201.1201788448,373.2581743093836,2093.1760352398182,109.17345599999997,5025.53898,15507.377424000002,23108.524069549203,527.018834737495,7410.852343552316,285.93048,13162.125900000003,40614.559920000014,62000.487478289826,553.2222505408922,16751.102707768212,103.97471999999999,4786.227600000001,14768.930880000004,36963.458158309106,611547.6820979178,3408683.313610216,180916.01279999997,8328036.024000001,25697939.731200006,38227122.763708144,26.739075442809792,212.38626634296867,7.538167199999999,347.0015010000001,1070.7474888000002,1664.4124987857786,11.064445010817844,335.02205415536423,2.0794943999999997,95.72455200000002,295.37861760000004,739.2691631661821
cruise_ship,2022,0,29.220000000000002,22.71,0.19,6.32,12.37,4.79,21.25,14147.1,2829.4,False,C3,475.0,99.15050410539452,1395.993427587542,81.713072,2718.0348160000003,9766.862448000002,14061.754267692939,91.19725511298319,1284.015345160734,73.11169600000001,2431.925888,8738.771664000002,12619.021848273718,1378.5631586846296,12327.317386867098,860.1376,28610.8928,102809.07840000001,145985.98934555176,212.61685639712942,1355.1037629208531,180.628896,6008.287488,21589.906464000003,29346.543467317984,256.6248341551388,4797.720654224853,473.07568000000003,15735.991040000003,56544.993120000014,77808.40532838,265.10829974704416,10844.516624598984,172.02752,5722.17856,20561.815680000003,37565.64668434604,348352.305867616,2206751.609569955,299327.8848,9956590.694400001,35777559.2832,48588581.777837574,15.376281385328562,137.4970016227484,12.4719952,414.85794560000005,1490.7316368000002,2070.934860608077,5.302165994940883,216.89033249197965,3.4405504000000002,114.44357120000001,411.2363136000001,751.3129336869206
container_ship,2007,0,29.6,23.42,0.21,5.97,11.1,5.07,17.27,31824.9,6365.0,False,SV,1364.1,331.8332286358173,3892.4025375104593,33.015255,3465.5133599999995,13595.02896,21317.793341146276,305.2155899751902,3580.1777350363577,29.539965000000002,3100.72248,12163.97328,19179.62905001155,21649.012777310003,171250.1364640088,2119.9269,222522.43679999997,872943.9648,1290485.4777413188,711.5782068607633,4722.790718871141,72.98109,7660.608479999999,30052.16928,43220.127775731904,1951.9601684459842,20154.195124938684,191.14095,20063.4984,78708.06240000001,121068.85704338468,887.2546220209018,28073.79286295227,69.50580000000001,7295.817599999999,28621.1136,64947.484484973174,1165852.573335465,7706256.1408803975,120940.092,12694722.623999998,49800737.664,71488509.09421586,51.46076807721231,407.0699965128079,5.0391705,528.946776,2075.030736,3067.5474470900203,17.745092440418038,561.4758572590454,1.390116,145.916352,572.422272,1298.9496896994633
bulk_carrier,2009,0,28.130000000000003,22.42,0.22,5.49,10.6,5.52,17.16,8574.8,1715.0,False,SV,1801.7,83.14842589604126,1268.7943302050876,12.186790000000002,805.012425,3287.5006500000004,5456.642621101129,76.478766064808,1167.019383931952,10.903970000000001,720.2742750000001,2941.4479500000007,4916.124344996761,4668.761881863279,48043.41574648699,673.4805,44487.528750000005,181677.6675,279550.8543783503,178.30223948830238,1539.4733789998745,26.939220000000002,1779.50115,7267.1067,10791.322688488177,489.1083876237721,6569.600203971839,70.55510000000001,4660.598250000001,19032.898500000003,30822.760441595616,222.32199437444186,9151.126808854664,25.656400000000005,1694.7630000000001,6921.054000000001,18014.922203229107,292131.1006080166,2511984.3090306055,44642.136000000006,2948887.62,12042633.96,17840279.125638623,12.894675673717629,132.69133872839265,1.8600890000000003,122.87031750000001,501.7764150000001,772.0928359021104,4.446439887488837,183.0225361770933,0.513128,33.89526,138.42108000000002,360.29844406458216
cruise_ship,2003,0,24.48,18.19,0.23,6.06,10.15,5.0,16.97,31010.4,6202.1,False,C3,790.1,285.38386182030416,3892.0103033137707,216.82541600000005,5712.878352000001,17148.062248000002,27255.160181134077,262.49210819835463,3579.8169634757674,194.00168800000006,5111.522736000001,15343.003064000002,24490.836559674128,18618.626279185617,171232.87972885324,13922.474080000002,366826.92576,1101086.1022400002,1671687.008088039,611.9728801601175,4722.314807141587,479.29828800000007,12628.467936000001,37906.24286400001,56348.296775301715,1678.7285989429658,15028.732626190818,1255.3050400000004,33074.558880000004,99278.25512000002,150315.58026513382,763.0584540649844,28070.96388997594,456.4745600000001,12027.112320000002,36101.18368000001,77418.79290404094,1002658.8086413895,7705479.587798396,794265.7344000002,20927175.436800003,62816059.60320001,93245639.1708398,44.257390335769095,407.0289764046512,33.09440560000001,871.9656432000002,2617.3358168000004,3973.682232340421,15.261169081299688,561.4192777995188,9.129491200000002,240.54224640000004,722.0236736000002,1548.3758580808187
reefer_ship,1998,0,23.05,17.02,0.21,5.82,11.4,5.2,20.06,13736.1,2747.2,True,C3,1423.6,76.23191650451274,216.13413996221718,21.922656,2035.3620192,5952.2098912,8301.86062286673,68.89408496931901,195.3297842439289,19.615008,1821.1133856000001,5325.6614816,7430.613744413248,8945.166061950464,34189.32674668099,1592.27712,147831.557184,432318.40262400004,624876.7297366315,222.91442769793102,614.2437287374139,48.46060799999999,4499.2213056,13157.5166016,18542.356671635345,669.7227194819682,2083.220626141853,126.92064,11783.674848,34460.162528,49123.701361623826,402.36305676387025,1705.8457667271186,46.15296,4284.972672,12530.968192,18970.30264749099,365223.88777441566,1006379.3760111744,80306.1504,7455852.449279999,21803884.65408,30711646.51754559,19.652258772466926,75.1129148222537,3.3460896,310.66051872,908.49519392,1317.2669758347206,8.047261135277404,34.11691533454237,0.9230592,85.69945344,250.61936384,379.4060529498198
ro_ro_ship,1993,0,19.560000000000002,14.11,0.22,5.23,10.93,5.79,20.56,24283.3,4856.7,False,C3,96.1,163.9314735665246,3804.7060206689966,30.451508999999998,2171.7462555,5859.1471635,12029.982422235522,150.56749474316663,3494.5397689840247,27.246087,1943.1413865000002,5242.3948305,10857.889567727192,14463.597501315966,223257.29922381518,2211.74118,157737.35961,425559.10977000004,823229.1072851312,316.70623207931493,3388.4280225228003,67.313862,4800.702249,12951.798993,21524.949358602116,652.643751402333,16913.435197506074,176.29821,12573.267795000002,33921.378315,64237.023268908415,654.955358550157,36045.65822050875,64.10844,4572.09738,12335.04666,53671.866059058906,514043.6394973806,5517016.608846265,111548.6856,7955449.4412,21462981.1884,35561039.56354365,24.673195737539004,380.85068691121415,4.6478619,331.47706005000003,894.29088285,1635.9396874487534,13.09910717100314,720.913164410175,1.2821688,91.4419476,246.7009332,1073.437321181178
container_ship,2006,0,21.060000000000002,15.09,0.21,5.76,11.06,5.26,19.2,13513.4,2702.7,True,SV,1335.4,50.71742931307486,110.73476607666188,14.018904899999997,1419.7607423999998,3719.4773615999998,5314.709204289737,46.649186320047455,101.85229820954994,12.543230699999999,1270.3122431999998,3327.9534288,4759.310387229597,8735.331354628423,36317.29024153218,900.1612619999997,91163.58451199997,238829.59900799996,375945.9663781605,228.39116162855797,705.9561398528048,30.98915819999999,3138.418483199999,8222.002588799998,12325.75753168136,668.2767156546336,211.2586952177969,81.16208099999999,8219.667456,21533.816304,30714.18125187243,227.8216076095341,1056.2934760889846,29.513483999999995,2988.9699839999994,7830.478655999999,12133.077207698518,374196.9904986598,1156641.3563174382,51353.46215999999,5200807.772159999,13625032.86144,20408032.442576095,15.73053957303926,46.412895161485686,2.1397275899999997,216.70032383999995,567.70970256,848.6931887245248,4.556432152190682,21.125869521779695,0.5902696799999999,59.77939967999999,156.60957312,242.66154415397037
cruise_ship,2009,0,21.37,15.11,0.23,6.03,10.09,5.02,16.75,42984.8,8597.0,True,SV,921.9,214.18511564330223,495.82011643123286,300.55112,7879.666320000001,19744.901840000002,28635.124512074537,197.00449139383943,456.04844933781845,268.91416000000004,7050.227760000002,17666.491120000002,25638.68598073166,28591.15205287951,133339.747044763,16609.404000000002,435455.24400000006,1091165.628,1705161.1750976425,901.2588096850243,3049.7891175193863,664.37616,17418.20976,43646.625120000004,65680.25896720441,3185.439011787181,921.0280800580177,1740.0328000000004,45619.12080000001,114312.58960000002,165778.21029184523,853.6285004450043,4465.5906911903885,632.7392000000001,16588.771200000003,41568.214400000004,64108.9439916354,1476626.0298330695,4996786.658878396,1100966.208,28864461.888000004,72328693.05600001,108767533.84071147,62.67145952634209,202.3470781945645,45.87359200000001,1202.6859120000004,3013.695544,4527.273585720907,17.072570008900087,89.31181382380778,12.654784000000001,331.77542400000004,831.3642880000001,1282.178879832708
cruise_ship,1999,0,27.509999999999998,20.59,0.22,6.7,10.91,4.52,20.25,27510.0,5502.0,True,C3,1215.2,136.2839686828496,321.97822914830385,183.98688,5603.236800000001,17219.49936,23464.985237831155,123.16572570802985,290.9856723318896,164.61984000000004,5013.4224,15406.920480000002,20999.11411803992,16616.441101438344,51678.85862800507,13363.257600000003,406971.93600000005,1250679.4272,1739309.9205294435,402.3117142046812,904.154551039705,406.70784000000003,12386.1024,38064.15648,52163.432985244384,1218.1225619475479,3111.554315298735,1065.1872,32439.792000000005,99691.83840000001,137526.4944772463,761.9181525779146,2592.9619294156123,387.34080000000006,11796.288,36251.577600000004,51790.08648199353,659149.1177867221,1481370.4240226587,673972.9920000001,20525541.12,63077745.024000004,86417778.67780939,36.50581757134182,113.53688637970812,28.082208000000005,855.2308800000001,2628.2393760000004,3661.5951679510504,15.23836305155829,51.85923858831225,7.746816000000001,235.92576000000003,725.031552,1035.8017296398707
reefer_ship,2012,0,26.939999999999998,20.84,0.24,5.86,9.71,5.17,18.16,10276.0,2055.2,False,C3,554.8,78.25463674380273,1894.1525072454576,18.743423999999997,1533.1339856000002,5452.3058464,8976.59039998926,71.97752684456722,1742.2151403541106,16.770432,1371.7514608000001,4878.3789152,8081.093475198678,4196.050040750227,67548.56050683885,1035.8208,84725.82552,301311.63888,458817.89574758906,164.78450245386492,1838.6714001583841,41.432832,3389.0330208,12052.465555199999,17486.38731061225,240.86005840381895,6509.783231549951,108.51456,8876.038864000002,31565.981216,47301.177929953774,256.3624463351441,14714.373254498065,39.45984,3227.650496,11478.538624,29716.38466083321,267506.67267877184,2994229.0640711193,68660.1216,5616111.86304,19972657.20576,28919164.92714989,11.589090588738722,186.56269092365017,2.8608384,234.00466096000002,832.19405024,1267.211331112389,5.127248926702882,294.2874650899613,0.7891967999999999,64.55300992000001,229.57077248,594.3276932166642
container_ship,2007,0,17.79,11.76,0.21,5.82,11.06,5.2,20.13,16356.4,3271.3,True,C3,1626.1,82.0301310700055,254.6883692088745,16.9682331,1736.3536992000002,3508.5085056000003,5598.548938178881,75.45017403230452,234.25882087661182,15.1821033,1553.5796256,3139.1918208,5017.6625446089165,9035.334945275972,37235.928574755366,1089.539178,111492.184896,225283.17772799998,384136.16532203136,239.8693429198265,723.8131541655471,37.5087258,3838.2555456,7755.6503808,12595.097149285373,726.928587022203,2454.827655025297,98.237139,10052.574048000002,20312.417664,33644.9850930475,444.3607350135724,2010.136281688495,35.722596,3655.4814720000004,7386.333696000001,13532.03478070207,393002.88852450374,1185898.3598173677,62157.317039999994,6360537.76128,12852220.63104,20853816.95770187,21.477435525656002,88.51163349736933,2.5898882100000002,265.02240672000005,535.5091929600001,913.1105569130254,8.887214700271448,40.2027256337699,0.71445192,73.10962944,147.72667392,270.64069561404136
general_cargo_ship,1996,0,21.0,14.9,0.24,5.86,10.02,5.17,16.94,29735.0,5947.0,True,SV,1782.0,143.6107933314385,351.98339290207326,46.101144000000005,2979.6254100000006,7576.18065,11097.501390233512,129.7872945080915,318.10263850508227,41.24839200000001,2665.980630000001,6778.6879500000005,9933.806905013174,24953.18761958026,118998.71982943159,3348.3988800000006,216414.89820000005,550269.9630000001,913985.1675290121,615.913669795795,2165.049552541053,101.907792,6586.540380000001,16747.346700000002,26216.758094336852,2063.186736775191,653.8391199419318,266.90136000000007,17250.462900000006,43862.09850000001,64096.488616717135,598.1321606255923,3170.129066385124,97.05504000000002,6272.895600000002,15949.854000000001,26088.065867010722,1009115.4141043324,3547225.8254849673,168875.7696,10914838.344000002,27752745.96,43392801.313189305,42.82921643985722,143.64647332057592,7.036490400000001,454.78493100000014,1156.364415,1804.6615261604334,11.962643212511846,63.40258132770248,1.9411008000000003,125.45791200000002,318.99708000000004,521.7613173402144
bulk_carrier,2004,0,26.09,20.39,0.22,5.48,10.67,5.53,20.5,44062.7,8812.5,False,SV,951.1,293.944208897796,6461.518761695194,62.62162500000001,4129.008750000001,15363.2278125,26310.321158092993,270.36579641936316,5943.215117708949,56.02987500000001,3694.3762500000007,13746.045937500001,23710.032976628314,18009.806540048176,267735.7076745045,4020.9675,265125.825,986480.94375,1541373.2504645525,608.4050538130575,6272.256169062632,138.42675,9127.282500000001,33960.819375,50107.18984787569,1250.804027529803,29777.314574189946,362.54625000000004,23904.787500000006,88945.003125,144240.45547671977,1004.6454012549643,50195.11284695328,131.835,8692.650000000001,32343.6375,92367.88074820825,996813.2677186503,10214207.779100135,229392.90000000002,15125211.000000002,56277929.25,82843554.19681878,42.810195873885014,636.4209444721828,9.558037500000001,630.2171250000001,2344.91371875,3663.920021596068,20.092908025099288,1003.9022569390654,2.6367000000000003,173.85300000000004,646.87275,1847.3576149641647
oil_tanker,2006,0,24.72,19.55,0.25,4.92,9.3,6.16,17.6,43608.2,8721.6,True,SV,454.5,141.37039654184187,653.6760900839398,99.42624,2690.4740544000006,10690.806456,14275.753237025783,130.03052516148023,601.2421791146398,88.96032000000001,2407.2662592000006,9565.458408,12792.95769147612,27865.52224019648,199764.00186128393,6384.211200000001,172756.755072,686462.3092799999,1093232.7996534803,683.7057771541167,4020.7610781704093,219.78432,5947.3636992,23632.309008,34503.92388252453,1327.0062253614697,1214.2589908679997,575.6256000000001,15576.428736000003,61894.142640000005,80587.46219222948,739.9065014136679,5703.337684379999,209.31840000000003,5664.155904000001,22506.96096,34823.679449793664,1120186.2732924058,6587630.99341137,364214.01600000006,9855631.272960002,39162112.0704,57089774.62606378,46.64627943694863,266.76902072099995,15.175584000000002,410.6513030400001,1631.7546696,2370.9968567979486,14.798130028273357,114.06675368759997,4.186368000000001,113.28311808000002,450.1392192,696.4735889958733
general_cargo_ship,1996,0,25.57,20.0,0.23,5.34,10.11,5.67,19.76,11577.2,2315.4,True,SV,870.9,30.010839090449977,101.05934509147984,17.201106600000003,1057.142178,3959.3340000000003,5164.74746878193,27.122095220780995,91.33170759604327,15.390463800000003,945.8640540000001,3542.562000000001,4622.270320616825,6920.146425562582,35860.80417236614,1249.3435320000003,76781.90556000001,287572.68000000005,408384.8796899288,151.5912924989503,644.273408293854,38.023498800000006,2336.840604,8752.212000000001,11922.940803592806,203.99524610501945,192.800022432076,99.58535400000002,6120.2968200000005,22922.460000000003,29539.1374425371,172.96799713450073,964.00011216038,36.21285600000001,2225.56248,8335.44,11734.183445294882,248367.77848331758,1055580.1228156162,63010.36944000001,3872478.7152000004,14503665.600000001,19743102.585938938,10.34241632350623,42.35758068583488,2.6254320600000005,161.35327980000002,604.3194000000001,820.9981088693412,3.459359942690015,19.2800022432076,0.7242571200000001,44.511249600000006,166.70880000000002,234.68366890589766
cruise_ship,1995,0,17.57,11.32,0.21,6.04,11.05,5.01,18.88,9890.6,1978.1,False,C3,701.8,77.86896526061427,1521.724102654722,63.14095199999999,1816.0540480000002,3403.5979840000005,6882.386051915337,70.37355683980648,1375.2479858216473,56.494536,1624.8904640000003,3045.3245120000006,6172.331054661454,5496.632841925713,68221.56955014632,4586.02704,131902.87296,247208.69568000003,457415.7980720721,166.98104315244024,1477.1516949032764,139.57473599999997,4014.435264,7523.742912000001,13321.885650055718,458.05273682714284,5229.8291761696055,365.55288,10513.997120000002,19705.040960000002,36272.472872996754,208.2057894668831,11821.23210838487,132.92831999999999,3823.2716800000003,7165.469440000001,23151.107337851754,273582.4073594844,2405503.526372527,231295.27679999996,6652492.7232,12467916.825600002,22030790.759332012,12.07593578907922,149.8807209813821,9.6373032,277.18719680000004,519.4965344000001,968.2776911704614,4.164115789337662,236.42464216769739,2.6585663999999998,76.46543360000001,143.30938880000002,463.0221467570351
reefer_ship,2015,0,19.52,12.91,0.22,6.39,10.68,4.74,20.57,28826.1,5765.2,True,C3,991.4,129.46597965674272,354.02977542650115,48.197072000000006,4689.684644399999,9474.7775836,14696.155055083243,119.08100802652271,325.6316650981721,43.12369600000001,4196.0336292,8477.432574800001,13161.302573124696,12954.586405389824,45200.32560592361,2663.5224000000003,259166.78298,523606.12962,843591.3470113134,377.2851317214799,994.1592433195167,106.540896,10366.671319199999,20944.245184800002,32788.901775041,1161.8741764066654,3421.2961490796333,279.03568000000007,27150.805836,54853.97548400001,86866.9873254863,754.4637509134191,2851.0801242330276,101.46752000000002,9873.020304,19946.900176000003,33526.931875146445,618145.4651895568,1628834.4709748689,176553.48480000003,17179055.328959998,34707606.30624,54310195.05616443,35.779333881552844,124.83899453064618,7.3563952000000015,715.79397204,1446.1502627600003,2329.918958412199,15.089275018268381,57.021602484660555,2.0293504,197.46040607999998,398.93800352000005,670.538637502929
container_ship,2012,0,17.330000000000002,10.67,0.22,6.44,10.49,4.7,18.28,41094.2,8218.8,False,SV,568.6,325.86887384757574,6131.977209803697,44.66095919999999,4827.1313664,7997.747155199999,19327.385564451273,299.7296593678237,5640.107380140299,39.959805599999996,4319.0122752,7155.879033599999,17454.688153908122,18118.06336978893,218676.28503965345,2468.1056399999998,266762.52288,441980.7638399999,948005.7407694423,691.937467741463,5952.367129342248,98.72422559999998,10670.500915199998,17679.230553599995,35092.760291483704,1164.220111583467,28258.65265926804,258.563448,27946.550016,46302.746688,103930.73292285152,896.933830187571,47635.130280159,94.023072,10162.381824,16837.362431999998,75625.83143834656,1133673.1079953646,9693276.70902091,163600.14528,17682544.37376,29297010.631679997,57970104.967736274,50.04036549751228,603.9630729666618,6.81667272,736.77268224,1220.70877632,2618.3015697441742,17.938676603751418,952.7026056031799,1.88046144,203.24763647999998,336.74724863999995,1512.5166287669313
container_ship,2014,0,22.87,16.42,0.22,6.23,10.9,4.86,18.97,40899.1,8179.8,True,SV,309.7,159.59730157469625,296.4503337939391,44.4490332,4647.566044800001,12249.2832192,17397.345932568634,146.79537898849065,272.6708952543183,39.77018760000001,4158.348566400001,10959.884985600002,15577.470013842812,23657.952939307917,83677.91615834125,2456.39394,256839.17616000003,676934.07264,1043565.5118376492,718.6999339895815,1889.929790959771,98.2557576,10273.5670464,27077.362905600003,40057.81543454935,2102.929150160704,565.565024726116,257.33650800000004,26906.961312000003,70916.90284800001,100749.69484288683,716.9076648275126,2827.8251236305796,93.57691200000001,9784.349568000001,25787.964672000002,39210.6239404581,1177520.8394791896,3096468.510375485,162823.82688,17024768.248320002,44871058.52928001,66332639.95433468,49.500767333328255,124.25292209891941,6.78432612,709.3653436800001,1869.6274387200003,2759.530797952248,14.338153296550251,56.5565024726116,1.87153824,195.68699136,515.7592934400001,784.2124788091619
reefer_ship,1994,0,27.759999999999998,21.2,0.21,6.35,11.1,4.77,17.23,27513.0,5502.6,True,C3,322.1,216.65724522915818,575.3480919264492,43.910748000000005,4448.054223,14850.196776000003,20134.16708415561,195.80253713223388,519.9669921688231,39.28856400000001,3979.8379890000006,13287.018168000002,18021.91425030106,22226.48445174423,91011.83140891814,3189.3069600000003,323069.20146000007,1078593.2395200003,1518090.0638006628,638.0459322424186,1635.1139961906888,97.065864,9832.540914000001,32826.750768000005,45029.517474433116,1835.2143125293403,5545.523777604331,254.22012000000004,25751.892870000003,85974.82344000002,119361.6745201337,942.3238473425062,4540.953628051675,92.44368000000001,9364.324680000002,31263.572160000007,46203.61799539419,1045377.0012051597,2678977.295504445,160852.0032,16293924.943200001,54398615.558400005,74577746.80150962,48.83091281065021,199.95023567110806,6.7021668000000005,678.9135393000001,2266.6089816000003,3201.0058361817587,18.846476946850125,90.8190725610335,1.8488736000000001,187.28649360000003,625.2714432000001,924.0723599078838
container_ship,2018,0,19.310000000000002,12.96,0.21,6.14,11.35,4.93,16.67,41821.1,8364.2,False,C3,1527.4,518.3667518776707,5378.080320673157,43.38510540000001,4683.6843456,9886.082918400001,20509.599441950828,476.7865311388201,4946.683503506861,38.8182522,4190.6649408,8845.442611200002,18498.39583884568,7207.23826140077,50425.93742766003,456.68532000000005,49301.94048,104064.03072000001,211455.8322090608,1111.5779010852725,6525.416520785644,95.90391720000001,10353.4075008,21853.4464512,39939.75229107092,3049.2161875157103,20767.090753269094,251.17692600000004,27116.067264,57235.21689600001,108418.76802678482,1386.0073579616865,38789.182636661564,91.33706400000001,9860.388096,20812.806144000002,70939.72129862325,1821213.668361656,10647630.633763598,158926.49136,17157075.28704,36214282.690560006,65999128.77108526,80.38842676177782,562.4431482315928,6.621937140000001,714.87813696,1508.9284454400001,2873.2600945333706,27.72014715923373,775.7836527332313,1.8267412800000002,197.20776192,416.25612288,1418.794425972465
reefer_ship,2014,0,21.11,14.77,0.27,6.07,8.64,4.99,16.01,21700.5,4340.1,False,C3,985.9,185.97993790771238,3229.3534114386166,44.52942600000001,3353.6430111000004,8160.347162100001,14973.85294854633,171.06176107019536,2970.314367740332,39.84211800000001,3000.6279573000006,7301.363250300001,13483.209454410528,10152.648125532429,122280.7864478739,2460.8367000000007,185332.90324500002,450966.553695,771193.7282134064,391.42717571327114,3918.289584008928,98.43346800000002,7413.3161298,18038.6621478,29860.1285053222,552.6724080743348,12469.928184585144,257.80194000000006,19415.827959000002,47244.115149000005,79940.34564065948,580.1513214589959,23291.5783710236,93.74616000000003,7060.301076000001,17179.678236000003,48205.4551644826,641315.8464928158,6393538.262845978,163118.31840000005,12284923.872240001,29892640.130640004,49375536.4306188,28.040647203851467,337.72788637984223,6.796596600000002,511.87182801000006,1245.5266721100002,2129.963630303694,11.603026429179918,465.831567420472,1.8749232000000005,141.20602152,343.59356472,964.109103289652
oil_tanker,2004,0,22.589999999999996,16.22,0.22,6.15,10.9,4.92,20.53,35919.6,7183.9,False,SV,1275.1,245.48864206819954,4144.8059483213865,72.06888479999999,2770.1477595,7305.9831966,14538.494431289586,225.79703976326374,3812.3348829480133,64.4826864,2478.5532585000005,6536.9323338,13118.100201411278,15294.402462908689,171741.752159857,4627.581023999999,177872.64561,469121.026308,838657.4075647657,516.9370841720352,4023.4015620355267,159.31016639999999,6123.484521,16150.0681188,26973.201452407564,1013.1772890445883,19100.956775641982,417.240912,16037.697555000002,42297.79745400001,78866.86998568659,804.2215956370173,32198.158045761527,151.72396799999999,5831.890020000001,15381.017256000001,54367.010885398544,839181.5814708853,6552005.917119383,263999.70431999996,10147488.6348,26762970.02544,44565645.86315027,36.35554683806164,408.2385911996601,10.99998768,422.8120264500001,1115.1237510600001,1993.529903227722,16.084431912740346,643.9631609152306,3.0344793599999997,116.6378004,307.62034512,1087.340217707971
bulk_carrier,1990,0,18.09,11.46,0.24,6.39,10.01,4.74,15.38,16043.1,3208.6,False,SV,346.4,198.50633213859413,2429.8791260825637,24.873067199999998,1753.002567,3143.8825380000003,7550.143630421158,179.39877075626956,2195.9870176895897,22.2548496,1568.475981,2812.9475340000004,6779.06415304586,14012.211680371349,115667.66007055159,1806.570144,127323.34434,228345.15276000006,487154.938994923,425.6740063506751,2948.2589413738438,54.9825696,3875.0583059999994,6949.6350840000005,14253.608907324518,1167.6843066976126,12581.498846829349,144.001968,10148.962230000001,18201.425220000005,42243.572571526965,530.7655939534602,17525.403040992664,52.364352,3690.53172,6618.700080000001,28417.764786946125,697425.9904548468,4810723.134752487,91113.97248,6421525.192799999,11516538.139200002,23537326.429687336,30.784404449300695,254.11834409439368,3.79641552,267.5635497,479.8557558000001,1036.1184695636944,10.615311879069205,350.5080608198533,1.04728704,73.8106344,132.3740016,568.3552957389226
