type,year,buoy,time_port,time_anchor,time_trip,time_maneuver,v_trip,v_maneuver,v_max,P_main,P_aux,is_man,valve_type,rpm,E1_PM10,E2_PM10,E3_PM10,E4_PM10,E5_PM10,,E1_PM2.5,E2_PM2.5,E3_PM2.5,E4_PM2.5,E5_PM2.5,,E1_NOx,E2_NOx,E3_NOx,E4_NOx,E5_NOx,,E1_SOx,E2_SOx,E3_SOx,E4_SOx,E5_SOx,,E1_CO,E2_CO,E3_CO,E4_CO,E5_CO,,E1_HC,E2_HC,E3_HC,E4_HC,E5_HC,,E1_CO2,E2_CO2,E3_CO2,E4_CO2,E5_CO2,,E1_N2O,E2_N2O,E3_N2O,E4_N2O,E5_N2O,,E1_CH4,E2_CH4,E3_CH4,E4_CH4,E5_CH4,Total_CH4
bulk_carrier,2020,0,23.88,17.94,0.27,5.67,8.75,5.34,14.19,11187.1,2237.4,FALSE,SV,729.2,132.4341119,1542.441127,19.5123654,1084.657959,3431.880738,,121.8110548,1418.715903,17.4584322,970.483437,3070.630134,,1841.329898,16084.27914,205.39332,11417.4522,36125.0604,,283.9897266,2399.356621,43.1325972,2397.664962,7586.262684,,779.0241878,8534.369893,112.966326,6279.59871,19868.78322,,354.1019035,9482.220046,41.078664,2283.49044,7225.01208,,465289.9012,3908905.769,71476.87536,3973273.366,12571521.02,,20.53791041,179.401575,2.97820314,165.5530569,523.8133758,,7.082038071,189.6444009,0.82157328,45.6698088,144.5002416,387.7180627
reefer_ship,2016,0,30.32,23.12,0.24,6.96,9.79,4.35,15.82,31345,6269,TRUE,C3,413.4,250.0408829,703.9560506,57.17328,5554.384152,18450.77034,,229.9841276,647.4889877,51.15504,4969.712136,16508.58399,,5284.286466,21933.71214,601.824,58467.2016,194218.6352,,743.5083765,2000.612164,126.38304,12278.11234,40785.91339,,2157.21546,6785.11856,331.0032,32156.96088,106820.2494,,1167.748865,5555.996147,120.3648,11693.44032,38843.72704,,1218167.091,3277810.951,209434.752,20346586.16,67588085.05,,58.94011828,244.6452507,8.726448,847.7744232,2816.17021,,23.3549773,111.1199229,2.407296,233.8688064,776.8745408,1147.625543
container_ship,2014,0,17.8,11.94,0.22,5.64,10.91,5.37,18.87,25772.3,5154.5,TRUE,C3,1533.3,155.7362127,519.9470728,28.009553,2651.309856,5612.879376,,143.2440031,478.2400884,25.061179,2372.224608,5022.049968,,14382.47813,65424.69127,1547.89635,146519.7552,310185.4392,,461.3898983,1477.666734,61.915854,5860.790208,12407.41757,,1374.143053,5011.538051,162.16057,15349.68864,32495.61744,,810.8978144,4103.699273,58.96748,5581.70496,11816.58816,,755943.0504,2421015.073,102603.4152,9712166.63,20560863.4,,39.72303483,180.6967664,4.2751423,404.6736096,856.7026416,,16.21795629,82.07398546,1.1793496,111.6340992,236.3317632,447.4371538
general_cargo_ship,1995,0,18.16,12.23,0.28,5.65,8.48,5.36,16.29,22828.1,4565.6,FALSE,SV,260.6,193.9061343,2654.907634,41.2912864,2205.52722,4774.088124,,175.2413727,2399.355027,36.9448352,1973.36646,4271.552532,,12854.34016,134034.1718,2999.051328,160190.9244,346749.5585,,401.346475,3721.731792,91.2754752,4875.37596,10553.24743,,825.1177143,14492.06577,239.054816,12768.8418,27639.45756,,662.7342884,17712.24915,86.929024,4643.2152,10050.71184,,657567.666,6067513.584,151256.5018,8079194.448,17488238.6,,28.2405958,294.4690138,6.30235424,336.633102,728.6766084,,13.25468577,354.2449831,1.73858048,92.864304,201.0142368,663.1167901
reefer_ship,1997,0,26.14,20.88,0.26,5,9.19,6.05,18.93,23924.3,4784.9,TRUE,C3,1532.2,105.141938,606.098522,47.274812,3045.58885,12718.37904,,95.02132363,547.7574878,42.298516,2725.00055,11379.6023,,13998.04804,93814.25741,3433.64424,221205.927,923755.9512,,305.3763713,1706.846228,104.502216,6732.3543,28114.31156,,955.1240829,5756.002973,273.69628,17632.3565,73632.72074,,661.8967192,4627.451508,99.52592,6411.766,26775.53482,,500329.8652,2796503.67,173175.1008,11156472.84,46589430.58,,30.75328735,206.1070807,7.2156292,464.853035,1941.226274,,13.23793438,92.54903016,1.9905184,128.23532,535.5106963,771.5234993
bulk_carrier,2007,0,20.92,15.13,0.24,5.55,9.84,5.46,15.29,22112.9,4422.6,FALSE,C3,1539.3,264.5217512,2549.914331,34.2839952,2098.634265,5721.141699,,243.3034289,2345.375749,30.6751536,1877.725395,5118.916257,,17257.5688,124768.5355,2201.393376,134754.4107,367357.5196,,567.2364826,3966.539614,75.7856736,4639.08627,12646.73428,,1556.010301,10521.77765,198.486288,12149.98785,33122.39931,,707.2774097,15675.70286,72.176832,4418.1774,12044.50884,,929362.5164,6462077.977,125587.6877,7687628.676,20957445.38,,41.02208976,296.5809449,5.23282032,320.3178615,873.2268909,,14.14554819,313.5140571,1.44353664,88.363548,240.8901768,658.3568668
general_cargo_ship,2013,0,27.72,21.72,0.25,5.75,9.45,5.27,17.11,18677,3735.4,FALSE,C3,1971.6,155.9337044,2540.892454,30.163355,1836.416025,6936.861924,,143.4256532,2337.077551,26.988265,1643.109075,6206.665932,,8507.834794,96211.93097,1666.92225,101486.1488,383352.8958,,331.2273546,3082.955368,66.67689,4059.44595,15334.11583,,445.4754218,9811.4831,174.62995,10631.88225,40160.77956,,464.1352315,18326.08209,63.5018,3866.139,14603.91984,,537515.7982,5030509.534,110493.132,6727081.86,25410820.52,,23.49782943,265.7281903,4.6038805,280.2950775,1058.784188,,9.28270463,366.5216418,1.270036,77.32278,292.0783968,746.4755592
cruise_ship,2002,0,22.95,16.24,0.23,6.48,10.12,4.67,18.39,31554.5,6310.9,FALSE,C3,1158.8,239.7358375,4564.685888,220.629064,6215.984064,15578.33043,,220.5056901,4198.534614,197.404952,5561.669952,13938.50618,,15197.86366,189139.6515,14166.70832,399131.6083,1000292.796,,509.236073,4430.982913,487.706352,13740.59635,34436.30938,,684.8835137,15687.81581,1277.32616,35987.27616,90190.33408,,713.5715071,35459.91767,464.48224,13086.28224,32796.48512,,826388.3719,7215741.659,808199.0976,22770131.1,57065884.11,,36.12606935,449.5942535,33.6749624,948.7554624,2377.745171,,14.27143014,709.1983533,9.2896448,261.7256448,655.9297024,1650.414775
ro_ro_ship,1995,0,25.05,19.4,0.22,5.43,10.49,5.58,18.5,42137.4,8427.5,TRUE,SV,761.5,154.8600452,446.1492623,52.840425,3912.593288,13978.69425,,139.9537307,403.2044135,47.278275,3500.741363,12507.25275,,29893.75182,150834.3636,3837.8835,284177.8283,1015294.635,,711.5990617,2744.263736,116.80515,8648.890425,30900.2715,,1933.426735,828.7602395,305.91825,22651.85588,80929.2825,,726.7250838,4018.231464,111.243,8237.0385,29428.83,,1165886.742,4496212.654,193562.82,14332446.99,51206164.2,,49.0116917,182.0761132,8.0651175,597.1852913,2133.590175,,14.53450168,80.36462929,2.22486,164.74077,588.5766,850.441361
ro_ro_ship,2017,0,17.05,10.23,0.24,6.58,9.75,4.6,16.18,45825.8,9165.2,TRUE,SV,1111.3,238.5157534,479.4211869,62.689968,5156.249868,8016.479658,,219.3834737,440.964942,56.091024,4613.486724,7172.639694,,7883.943176,33508.901,659.8944,54276.3144,84383.9964,,1003.638481,3056.405341,138.577824,11398.02602,17720.63924,,3547.293114,914.6350148,362.94192,29851.97292,46411.19802,,950.5975441,4573.175074,131.97888,10855.26288,16876.79928,,1644365.291,5007626.706,229643.2512,18888157.41,29365630.75,,69.79070577,200.9425411,9.5684688,787.0065588,1223.567948,,19.01195088,91.46350148,2.6395776,217.1052576,337.5359856,667.7562732
general_cargo_ship,1993,0,28.74,22.53,0.24,5.97,9.87,5.07,19.85,45750.3,9150.1,FALSE,SV,1915,312.9957239,6204.113823,70.9315752,4670.531294,17625.97488,,282.8677933,5606.926396,63.4650936,4178.896421,15770.6091,,20312.05647,278141.3411,5151.872304,339228.0624,1280202.386,,633.2939615,6022.390808,156.7961136,10324.33233,38962.68132,,1436.691947,28591.0876,410.656488,27039.91802,102045.1177,,1187.839559,48195.51021,149.329632,9832.69746,37107.31554,,1037591.353,9807308.468,259833.5597,17108893.58,64566729.04,,44.62497254,611.0680978,10.82639832,712.8705659,2690.280377,,23.75679119,963.9102042,2.98659264,196.6539492,742.1463108,1929.453848
container_ship,1997,0,19.98,12.91,0.31,6.76,7.6,4.48,16.76,49677.4,9935.5,FALSE,SV,620.5,397.4134924,8743.527649,76.0761235,6125.354976,11697.97822,,359.1597872,7901.904667,68.0681105,5480.580768,10466.61209,,24072.26401,391987.7319,5525.52897,444894.2035,849642.6283,,754.3188383,8487.423353,168.168273,13540.25837,25858.68869,,2031.610628,40293.74252,440.440715,35462.58144,67725.13704,,1809.296865,67922.47662,160.16026,12895.48416,24627.32256,,1235878.994,13821550.54,278678.8524,22438142.44,42851541.25,,52.88603456,861.1851686,11.61161885,934.9226016,1785.480886,,36.1859373,1358.449532,3.2032052,257.9096832,492.5464512,2148.294809
general_cargo_ship,2019,0,28.85,22.93,0.25,5.67,9.47,5.34,18.84,12494.7,2498.9,FALSE,C3,245.3,88.27986317,2199.17152,20.1786175,1211.429237,4899.130934,,81.19859072,2022.767387,18.0545525,1083.91037,4383.432941,,1144.90489,19419.78005,212.4065,12751.8867,51569.7993,,181.3519824,2134.756184,44.605365,2677.896207,10829.65785,,291.8515694,7558.066115,116.823575,7013.537685,28363.38962,,317.3679528,17083.85701,42.4813,2550.37734,10313.95986,,297127.8116,3476395.515,73917.462,4437656.572,17946290.16,,12.770093,216.605239,3.07989425,184.9023572,747.7620899,,6.347359056,341.6771402,0.849626,51.0075468,206.2791972,606.1608693
other_ship,2002,0,29.68,23.34,0.21,6.13,11.05,4.94,19.66,32106.6,6421.3,FALSE,C3,1683.4,232.8224481,4256.515636,43.5556779,3365.49965,12814.15364,,214.1468507,3915.0839,38.9708697,3011.236529,11465.29536,,14897.38042,176370.4894,2796.733002,216100.5038,822803.5496,,494.4603854,4131.839192,96.2809722,7439.525541,28326.02384,,643.1588443,14628.70281,252.164451,19484.47166,74187.20529,,664.4202937,33065.95408,91.696164,7085.26242,26977.16556,,810125.8684,6728593.806,159551.3254,12328356.61,46940268.07,,35.41180592,419.2413272,6.64797189,513.6815255,1955.844503,,13.28840587,661.3190817,1.83392328,141.7052484,539.5433112,1357.68997
ro_ro_ship,2002,0,21.65,15.88,0.26,5.51,8.94,5.5,16.23,18021.9,3604.4,FALSE,SV,1560.8,155.2309775,2232.979671,26.708604,1698.050862,4893.838056,,142.7792948,2053.863655,23.897172,1519.308666,4378.697208,,9840.744945,104192.579,1714.97352,109032.7396,314235.9173,,329.7346538,3130.2601,59.040072,3753.586116,10817.95781,,594.6500763,12188.93187,154.62876,9830.82078,28332.74664,,462.0435714,14897.35153,56.22864,3574.84392,10302.81696,,535093.4431,5103241.377,97837.8336,6220228.421,17926901.51,,23.39193471,247.6708844,4.0765764,259.1761842,746.9542296,,9.240871427,297.9470306,1.1245728,71.4968784,206.0563392,585.8656924
bulk_carrier,1993,0,26.17,20.24,0.2,5.73,11.7,5.28,19.47,18195.7,3639.1,TRUE,C3,1432.8,112.2312223,322.7356951,23.508586,1782.849677,6297.535332,,101.428217,291.6702271,21.033998,1595.18129,5634.636876,,12300.264,51052.16665,1707.46572,129491.187,457399.9346,,329.3337248,917.2006643,51.966348,3941.036127,13920.86758,,972.9022371,3110.705495,136.10234,10321.76129,36459.41508,,540.9399614,2547.202026,49.49176,3753.36774,13257.96912,,539581.6887,1502745.228,86115.6624,6530859.868,23068866.27,,27.02330727,112.1600631,3.5881526,272.1191612,961.2027612,,10.81879923,50.94404053,0.9898352,75.0673548,265.1593824,402.9794122
oil_tanker,2001,0,26.51,20.49,0.22,5.8,10.55,5.22,19,16802.8,3360.6,TRUE,C3,222.9,91.12409889,313.6751084,33.7135392,1222.115796,4317.440114,,83.81467919,288.5140034,30.1647456,1093.472028,3862.972733,,10037.00402,45859.9031,2164.764096,78472.69848,277225.102,,266.4615726,891.450875,74.5246656,2701.519128,9543.814988,,807.5168427,3023.374539,195.183648,7075.40724,24995.70592,,493.6231484,2475.691049,70.975872,2572.87536,9089.347608,,436571.7037,1460556.671,123498.0173,4476803.126,15815464.84,,23.85845217,109.0112451,5.14575072,186.5334636,658.9777016,,9.872462967,49.51382099,1.41951744,51.4575072,181.7869522,294.0502608
cruise_ship,2006,0,17.37,10.98,0.22,6.17,10.68,4.91,17.91,47764.8,9553,TRUE,SV,1951.8,216.6719017,420.1401412,319.45232,8959.18552,15943.57488,,199.2918027,386.4390604,285.82576,8016.11336,14265.30384,,34795.84962,137791.8787,20512.2016,575274.0176,1023745.334,,929.2559636,2678.476894,706.15776,19804.51536,35243.69184,,3112.820308,801.5392201,1849.4608,51868.9688,92304.9072,,902.4282209,4007.696101,672.5312,18861.4432,33565.4208,,1522496.678,4388427.23,1170204.288,32818911.17,58403832.19,,64.61831705,176.0957378,48.758512,1367.454632,2433.493008,,18.04856442,80.15392201,13.450624,377.228864,671.308416,1160.19039
other_ship,2008,0,27.05,20.98,0.24,5.83,9.81,5.19,17.11,15661.6,3132.3,TRUE,C3,1854.4,100.6837916,395.5272652,24.2815896,1561.34192,5618.688417,,92.60755159,363.8004792,21.7256328,1396.990139,5027.247531,,10803.74206,56583.2575,1559.133648,100254.5864,360778.9405,,298.2895471,1113.85228,53.6750928,3451.387401,12420.25861,,888.3863961,3756.247593,140.577624,9039.347955,32529.24873,,524.2471556,3019.778424,51.119136,3287.03562,11828.81772,,488718.7842,1824940.019,88947.29664,5719441.979,20582142.83,,25.6810262,134.5011859,3.70613736,238.3100825,857.5892847,,10.48494311,60.39556849,1.02238272,65.7407124,236.5763544,374.2199611
other_ship,2000,0,16.67,10.89,0.22,5.56,10.95,5.45,20.7,13981.7,2796.3,TRUE,C3,1814.8,65.56111229,220.2079228,19.8705078,1329.305094,2603.620949,,60.30219954,202.5441857,17.7788754,1189.378242,2329.555586,,7554.621676,32194.82111,1275.895764,85355.37972,167179.8714,,193.5370956,625.8212407,43.9242804,2938.463892,5755.372623,,591.0016234,2122.486003,115.039782,7695.97686,15073.59497,,375.6366251,1737.998231,41.832648,2798.53704,5481.30726,,317091.9496,1025348.018,72788.80752,4869454.45,9537474.632,,17.95770726,76.52867314,3.03286698,202.8939354,397.3947764,,7.512732501,34.75996463,0.83665296,55.9707408,109.6261452,208.7062361
general_cargo_ship,2004,0,25.72,19.92,0.22,5.58,10.59,5.43,18.72,30093.1,6018.6,FALSE,SV,936.2,233.0960435,5586.659696,42.7681716,2871.413874,10250.63878,,214.3984999,5138.531912,38.2662588,2569.159782,9171.624168,,14914.8867,231485.5597,2746.166808,184374.9961,658198.9109,,495.041438,5423.022362,94.5401688,6347.335932,22659.30677,,863.4309893,25745.60708,247.605204,16623.97506,59345.80344,,665.2010704,43398.93208,90.038256,6045.08184,21580.29216,,811077.8673,8831252.377,156666.5654,10518442.4,37549708.36,,35.45341921,550.25256,6.52777356,438.2684334,1564.571182,,13.30402141,867.9786415,1.80076512,120.9016368,431.6058432,1435.590908
reefer_ship,1999,0,25.81,20.67,0.21,4.93,11.32,6.14,16.61,40363.7,8072.7,FALSE,SV,685,501.7440767,4586.332509,64.420146,5066.33772,21241.62286,,453.4478554,4144.867348,57.639078,4533.039013,19005.66256,,35417.22894,242805.8387,4678.93692,367976.1081,1542812.607,,1075.932485,7134.306182,142.402428,11199.27286,46955.16631,,2951.435745,25376.30603,372.95874,29331.42891,122977.8165,,1341.561702,28194.66706,135.62136,10665.97415,44719.20601,,1762812.077,11622836.87,235981.1664,18558795.02,77811418.46,,77.81057873,533.4370699,9.8325486,773.2831257,3242.142436,,26.83123405,563.8933413,2.7124272,213.319483,894.3841202,1701.140606
container_ship,2007,0,26.96,20.54,0.22,6.2,10.74,4.88,16.1,38027.1,7605.4,FALSE,C3,1015.3,464.4005337,5316.137889,41.3277436,4300.397376,14246.80034,,427.1491539,4889.709716,36.9774548,3847.723968,12747.13715,,30297.78883,233888.7949,2653.676168,276130.7789,914794.5481,,995.8535508,6450.259561,91.3560648,9506.141568,31492.92707,,2731.767845,20527.90427,239.265884,24897.03744,82481.47565,,1241.712657,38342.4254,87.005776,9053.46816,29993.26387,,1631610.431,10524995.77,151390.0502,15753034.6,52188279.14,,72.0193341,555.9651683,6.30791876,656.3764416,2174.511631,,24.83425314,766.848508,1.74011552,181.0693632,599.8652774,1574.357517
cruise_ship,1995,0,17.19,10.07,0.28,6.84,8.33,4.43,17.63,29244.5,5848.9,TRUE,C3,1849.4,127.5995072,492.5771288,248.929184,6080.984352,8952.560296,,115.3172017,445.1632875,222.726112,5440.880736,8010.185528,,16987.93141,77918.65,18080.11968,441671.495,650238.5899,,370.6025895,1399.882556,550.264512,13442.17594,19789.87013,,1159.131785,4747.731362,1441.16896,35205.69888,51830.61224,,803.2731447,3887.681095,524.06144,12802.07232,18847.49536,,607196.7613,2293573.165,911866.9056,22275605.84,32794641.93,,37.32197052,171.1849129,37.9944544,928.1502432,1366.443414,,16.06546289,77.7536219,10.4812288,256.0414464,376.9499072,737.2916672
reefer_ship,1991,0,19.65,13.4,0.22,6.03,10.56,5.02,17.69,28440.8,5688.2,TRUE,SV,1026.2,129.4248574,271.1627963,47.553352,4366.370396,9703.045324,,116.9668497,245.0615645,42.547736,3906.752459,8681.672132,,22488.30102,96221.83804,3453.87504,317136.3761,704747.5025,,555.0734526,1728.716714,105.117936,9651.976664,21448.83703,,1859.384264,517.3217099,275.30888,25278.9865,56175.52556,,539.0484086,2586.60855,100.11232,9192.358728,20427.46384,,909434.5596,2832336.362,174195.4368,15994704.19,35543787.08,,38.59852802,113.654012,7.2581432,666.4460078,1480.991128,,10.78096817,51.73217099,2.0022464,183.8471746,408.5492768,656.9118369
ro_ro_ship,2016,0,22.26,15.77,0.25,6.24,9.32,4.85,14.48,6788.4,1357.7,FALSE,C3,636.8,84.62352101,919.7538844,9.6736125,724.360104,1830.63443,,77.83553804,845.9768348,8.6553375,648.111672,1637.936069,,1176.583715,9146.125711,101.8275,7624.8432,19269.8361,,181.4654114,1289.339497,21.383775,1601.217072,4046.665581,,497.7854177,3744.149451,56.005125,4193.66376,10598.40986,,226.266099,6136.149429,20.3655,1524.96864,3853.96722,,297313.654,2102001.258,35435.97,2653445.434,6705902.963,,13.12343374,102.0144791,1.47649875,110.5602264,279.4126235,,4.525321979,122.7229886,0.40731,30.4993728,77.0793444,235.2343377
other_ship,2006,0,22.7,15.85,0.25,6.6,9.49,4.59,19.32,14017.2,2803.4,TRUE,SV,1795.9,34.94883232,83.51529186,22.637455,1581.95862,3799.097595,,32.14545004,76.81620428,20.254565,1415.43666,3399.192585,,7600.280825,28756.45373,1453.5629,101578.3956,243942.0561,,178.1995898,547.2162098,50.04069,3496.96116,8398.00521,,178.1705177,163.7554742,131.05895,9158.7078,21994.77555,,205.5813666,843.5888067,47.6578,3330.4392,7998.1002,,291962.919,896561.2215,82924.572,5794964.208,13916694.35,,12.04416087,35.97658146,3.4551905,241.456842,579.8622645,,4.111627331,16.87177613,0.953156,66.608784,159.962004,248.5073475
general_cargo_ship,2019,0,24.41,18.69,0.23,5.49,10.3,5.52,19.41,35044.8,7009,TRUE,C3,767.1,173.4278426,686.8410701,52.069861,3289.989555,11200.34696,,159.5165183,631.7468666,46.588823,2943.674865,10021.36307,,4258.912781,21400.44723,548.1038,34631.469,117898.389,,511.960822,1951.972141,115.101798,7272.60849,24758.66169,,1563.36787,6620.154893,301.45709,19047.30795,64844.11395,,993.6660192,5420.915604,109.62076,6926.2938,23579.6778,,838798.6535,3198118.945,190740.1224,12051751.21,41028639.37,,47.50325794,238.6972961,7.9475051,502.1563005,1709.526641,,19.87332038,108.4183121,2.1924152,138.525876,471.593556,740.6034797
bulk_carrier,1991,0,21.49,15.25,0.21,6.03,11.19,5.02,21.11,14251.9,2850.4,TRUE,SV,637.1,39.17933725,77.80018638,19.3342632,1469.566476,3716.5653,,35.40806415,70.31139838,17.2990776,1314.875268,3325.3479,,8355.643389,28984.38316,1404.278064,106736.9335,269940.006,,189.4819558,509.769195,42.7388976,3248.515368,8215.5654,,367.7659942,152.549385,111.935208,8508.01644,21516.957,,205.0574028,785.8604684,40.703712,3093.82416,7824.348,,310447.9924,835207.8831,70824.45888,5383254.038,13614365.52,,12.92753192,33.51463762,2.95101912,224.3022516,567.26523,,4.101148057,15.71720937,0.81407424,61.8764832,156.48696,238.9958749
oil_tanker,1990,0,19.85,13.43,0.22,6.2,10.72,4.88,18.82,46648.7,9329.7,FALSE,C3,265.2,368.8609418,6873.864683,93.5955504,3626.827578,7856.176512,,333.3556105,6212.209259,83.7433872,3245.056254,7029.210563,,25536.52674,308167.4508,6797.992608,263422.2136,570606.5045,,783.3743049,6672.524178,206.8954272,8017.197804,17366.28492,,1018.957489,23623.9526,541.868976,20997.42282,45483.12717,,1052.642034,53398.34583,197.043264,7635.42648,16539.31897,,1283483.587,10866033.93,342855.2794,13285642.08,28778415.01,,56.10297542,677.034551,14.28563664,553.5684198,1199.100625,,21.05284067,1067.966917,3.94086528,152.7085296,330.7863794,1576.455532
bulk_carrier,1994,0,25.44,19.3,0.23,5.91,10.46,5.12,18.54,25380.8,5076.2,FALSE,SV,1326.5,203.8796845,4306.680125,37.7110898,2565.029241,8376.49143,,184.2549021,3892.133375,33.7415014,2295.026163,7494.75549,,14114.74739,193076.0492,2739.015996,186302.1238,608397.7986,,432.9927298,4180.534326,83.3613564,5670.064638,18516.45474,,755.2081753,19846.93902,218.327362,14850.16929,48495.4767,,581.8244802,33455.64764,79.391768,5400.06156,17634.7188,,709417.0162,6807892.581,138141.6763,9396107.114,30684410.71,,31.0096723,424.1822293,5.75590318,391.5044631,1278.517113,,11.6364896,669.1129527,1.58783536,108.0012312,352.694376,1143.032885
reefer_ship,2005,0,26.74,19.4,0.23,7.11,10.17,4.26,19.36,28183.2,5636.6,FALSE,C3,499.1,202.0711836,2910.326921,49.263884,5101.70357,13920.26009,,185.8622652,2676.878237,44.078212,4564.682141,12454.96956,,12380.79477,120590.6021,3163.25992,327583.0713,893827.227,,418.2464755,2825.081325,108.899112,11277.45,30771.10126,,641.2530042,10002.14994,285.21196,29536.17856,80590.97948,,690.6408741,22608.33615,103.71344,10740.42857,29305.81072,,685256.6942,4600572.245,180461.3856,18688345.71,50992110.65,,29.42975806,286.6497918,7.5192244,778.6810712,2124.671277,,13.81281748,452.166723,2.0742688,214.8085714,586.1162144,1268.978595
general_cargo_ship,2005,0,18.17,12.41,0.23,5.53,10.32,5.48,15.65,31231,6246.2,FALSE,C3,345.5,385.1690648,4284.59481,46.4030198,2953.297053,6627.561741,,354.2731505,3940.910734,41.5184914,2642.423679,5929.923663,,25128.67696,199922.5469,2979.562324,189632.7581,425559.2276,,825.9507753,6006.277777,102.5750964,6528.340854,14650.39964,,2265.700381,17441.8,268.649062,17098.03557,38370.09429,,1029.86381,28584.72733,97.690568,6217.46748,13952.76156,,1353241.046,9791993.092,169981.5883,10818393.42,24277805.11,,59.73210096,475.2257262,7.08256618,450.7663923,1011.575213,,20.59727619,571.6945466,1.95381136,124.3493496,279.0552312,997.650215
container_ship,2011,0,25.06,18.28,0.24,6.54,10,4.63,17.95,24524.7,4904.9,TRUE,C3,835.4,146.5392344,427.2192026,29.0762472,2925.517795,8177.135366,,134.7847504,392.9502826,26.0155896,2617.568554,7316.384275,,13891.66296,53756.78775,1606.84524,161673.3518,451894.3229,,428.5043728,1214.138202,64.2738096,6466.934074,18075.77292,,1298.590618,4117.775447,168.336168,16937.20829,47341.31002,,793.809312,3371.841526,61.213152,6158.984832,17215.02182,,702063.2742,1989248.874,106510.8845,10716633.61,29954137.97,,38.36745008,148.4711281,4.43795352,446.5264003,1248.089082,,15.87618624,67.43683051,1.22426304,123.1796966,344.3004365,552.0174129
general_cargo_ship,2020,0,17.85,11.14,0.23,6.48,10.44,4.67,18.71,40199.3,8039.9,TRUE,C3,545,231.2910309,628.6985731,59.7284171,4454.426196,7657.763553,,212.7382744,578.2682063,53.4412153,3985.539228,6851.683179,,5429.29151,19588.85574,628.72018,46888.6968,80608.0374,,676.3323048,1786.733719,132.0312378,9846.626328,16927.68785,,2049.63786,6059.745283,345.796099,25788.78324,44334.42057,,1252.913425,4962.024045,125.744036,9377.73936,16121.60748,,1108105.547,2927391.655,218794.6226,16317266.49,28051597.02,,60.55748223,218.4910833,9.11644261,679.8861036,1168.816542,,25.05826851,99.2404809,2.51488072,187.5547872,322.4321496,636.8005669
ro_ro_ship,2008,0,25.63,18.1,0.22,7.31,10.49,4.14,19.72,33447.3,6689.5,FALSE,SV,1737.8,229.9079899,3084.095864,41.943165,4180.970948,10352.33573,,211.4661726,2836.708495,37.528095,3740.868743,9262.616175,,14323.69864,127790.7902,2693.1927,268462.345,664728.9255,,484.1281655,2993.760449,92.71647,9242.146305,22884.11055,,948.8730395,14212.77197,242.82885,24205.62128,59934.57525,,753.1793282,23958.22803,88.3014,8802.0441,21794.391,,785920.4766,4875261.858,153644.436,15315556.73,37922240.34,,34.0481361,303.7649932,6.4018515,638.1481973,1580.093348,,15.06358656,479.1645606,1.766028,176.040882,435.88782,1107.922877
other_ship,2003,0,21.55,15.83,0.25,5.47,9.4,5.54,14.68,5912.1,1182.4,FALSE,SV,374,72.56526416,793.0702486,9.54788,552.990744,1600.337016,,66.74452105,729.454988,8.54284,494.781192,1431.880488,,4734.2044,38805.30895,613.0744,35507.82672,102758.4821,,155.6078659,1233.666762,21.10584,1222.400592,3537.587088,,426.8544951,4388.079864,55.2772,3201.52536,9265.10904,,194.0247705,4875.431856,20.1008,1164.19104,3369.13056,,254948.5484,2009825.085,34975.392,2025692.41,5862287.174,,11.25343669,92.24212784,1.457308,84.4038504,244.2619656,,3.88049541,97.50863712,0.402016,23.2838208,67.3826112,192.4575805
container_ship,1996,0,20.07,13.92,0.25,5.9,9.27,5.13,16.38,11658.4,2331.7,TRUE,SV,1281.3,48.40766755,150.1504264,14.3982475,1254.641136,2960.102477,,43.74810596,135.6974441,12.8826425,1122.573648,2648.512742,,9344.481322,50762.93052,1045.76745,91126.56672,214996.9167,,222.4385946,923.5751458,31.827705,2773.417248,6543.384422,,604.3694388,278.9172007,83.358275,7263.71184,17137.43539,,227.1668345,1352.325821,30.3121,2641.34976,6231.794688,,364444.2809,1513189.204,52743.054,4595948.582,10843322.76,,15.32055395,61.27726379,2.19762725,191.4978576,451.8051149,,4.54333669,27.04651643,0.606242,52.8269952,124.6358938,209.6589841
general_cargo_ship,2001,0,22.64,15.88,0.21,6.55,11.27,4.62,20.43,19551.8,3910.4,FALSE,SV,1657.3,136.6218497,2018.914874,26.5242432,2189.92176,5309.306496,,125.6628778,1856.969831,23.7322176,1959.40368,4750.432128,,8661.034019,83654.5745,1703.135616,140616.0288,340913.3645,,290.2059823,1959.779387,58.6325376,4840.87968,11736.36173,,523.3632788,9303.983402,153.561408,12678.4944,30738.09024,,406.6536743,15683.56662,55.840512,4610.3616,11177.48736,,470946.3095,3191450.304,97162.49088,8022029.184,19448828.01,,20.58770382,198.8510377,4.04843712,334.251216,810.3678336,,8.133073486,313.6713323,1.11681024,92.207232,223.5497472,638.6781953
container_ship,2007,0,24.17,18.05,0.23,5.89,10.33,5.14,19.93,36376.1,7275.2,TRUE,SV,454.7,100.2126341,254.2975765,41.3304112,3908.004634,11976.14323,,92.17418752,233.8993752,36.9798416,3496.635725,10715.49658,,20608.71306,83401.07829,2653.847456,250935.0344,768994.4602,,495.1916096,1621.197587,91.3619616,8638.747085,26473.57978,,820.1545502,485.1464099,239.281328,22625.28998,69335.56608,,547.5463617,2425.73205,87.011392,8227.378176,25212.93312,,811323.9089,2656176.594,151399.8221,14315638.03,43870503.63,,33.78477551,106.5851961,6.30832592,596.4849178,1827.937651,,10.95092723,48.51464099,1.74022784,164.5475635,504.2586624,730.012022
